incident_id,timestamp,zone,equipment_id,incident_type,severity,injuries,root_cause
INC-00048,2023-01-07 09:05:00,Tank Farm,Tank-01,Spill,Medium,0,Material Failure
INC-00049,2023-01-07 13:35:00,Tank Farm,Tank-02,Gas Leak,Low,0,Material Failure
INC-00050,2023-01-07 20:20:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Human Error
INC-00051,2023-01-07 21:35:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00052,2023-01-08 07:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00053,2023-01-08 08:30:00,Compressor Room,Compressor-01,Vibration Spike,Low,0,Human Error
INC-00054,2023-01-08 15:45:00,Boiler House,Boiler-02,Equipment Failure,High,2,Unknown
INC-00055,2023-01-08 19:50:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00056,2023-01-09 01:05:00,Compressor Room,Compressor-02,Vibration Spike,Low,0,Human Error
INC-00057,2023-01-09 01:30:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Human Error
INC-00058,2023-01-09 05:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00059,2023-01-09 13:05:00,Tank Farm,Tank-01,Gas Leak,Low,0,Unknown
INC-00060,2023-01-09 13:15:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Human Error
INC-00061,2023-01-09 21:05:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00062,2023-01-09 21:30:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00063,2023-01-10 05:10:00,Boiler House,Boiler-01,Overheat,High,0,Unknown
INC-00064,2023-01-10 05:30:00,Chemical Storage,Pump-01,Leak,Medium,0,Wear and Tear
INC-00065,2023-01-10 11:05:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Human Error
INC-00066,2023-01-10 12:30:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Unknown
INC-00067,2023-01-10 16:45:00,Boiler House,Boiler-01,Equipment Failure,High,1,Unknown
INC-00068,2023-01-10 17:50:00,Boiler House,Boiler-01,Explosion,High,0,Material Failure
INC-00069,2023-01-10 19:40:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Human Error
INC-00070,2023-01-10 23:15:00,Boiler House,Boiler-02,Overheat,Medium,0,Wear and Tear
INC-00071,2023-01-11 00:40:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00072,2023-01-11 02:50:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00073,2023-01-11 07:45:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00074,2023-01-11 11:00:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Unknown
INC-00075,2023-01-11 11:20:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00076,2023-01-11 18:45:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Wear and Tear
INC-00077,2023-01-11 21:40:00,Tank Farm,Tank-01,Gas Leak,Low,0,Human Error
INC-00078,2023-01-11 23:50:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00079,2023-01-12 03:45:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Wear and Tear
INC-00080,2023-01-12 07:05:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Material Failure
INC-00081,2023-01-12 16:30:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Wear and Tear
INC-00082,2023-01-13 00:30:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Human Error
INC-00083,2023-01-13 11:05:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00084,2023-01-13 17:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00085,2023-01-13 21:55:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Wear and Tear
INC-00086,2023-01-14 00:55:00,Boiler House,Boiler-02,Equipment Failure,Low,0,Wear and Tear
INC-00087,2023-01-14 08:40:00,Cooling Tower,Pump-02,Leak,Medium,0,Human Error
INC-00088,2023-01-14 11:50:00,Tank Farm,Tank-01,Gas Leak,Critical,0,Human Error
INC-00089,2023-01-14 19:15:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Wear and Tear
INC-00090,2023-01-14 20:40:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Unknown
INC-00091,2023-01-15 00:40:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00092,2023-01-15 07:10:00,Tank Farm,Tank-02,Gas Leak,Low,0,Human Error
INC-00093,2023-01-15 08:00:00,Boiler House,Boiler-02,Explosion,Medium,0,Material Failure
INC-00094,2023-01-15 13:30:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Wear and Tear
INC-00095,2023-01-15 19:20:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00096,2023-01-15 21:00:00,Tank Farm,Tank-02,Spill,Medium,0,Wear and Tear
INC-00097,2023-01-15 23:10:00,Tank Farm,Tank-02,Gas Leak,High,2,Material Failure
INC-00098,2023-01-16 00:20:00,Tank Farm,Tank-02,Spill,Low,0,Material Failure
INC-00099,2023-01-16 01:00:00,Tank Farm,Tank-02,Spill,Medium,0,Wear and Tear
INC-00100,2023-01-16 02:15:00,Boiler House,Boiler-01,Equipment Failure,Critical,2,Material Failure
INC-00101,2023-01-16 12:10:00,Tank Farm,Tank-01,Gas Leak,High,0,Unknown
INC-00102,2023-01-16 14:15:00,Cooling Tower,Cooling-01,Electrical Fault,High,1,Human Error
INC-00103,2023-01-16 19:05:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Wear and Tear
INC-00104,2023-01-17 08:55:00,Compressor Room,Compressor-02,Equipment Failure,High,2,Wear and Tear
INC-00105,2023-01-17 11:50:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00106,2023-01-17 14:30:00,Tank Farm,Tank-02,Gas Leak,Low,0,Unknown
INC-00107,2023-01-17 17:30:00,Compressor Room,Compressor-01,Equipment Failure,High,1,Unknown
INC-00108,2023-01-18 01:15:00,Tank Farm,Tank-02,Gas Leak,Critical,2,Human Error
INC-00109,2023-01-18 09:45:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Unknown
INC-00110,2023-01-18 14:25:00,Boiler House,Boiler-01,Explosion,Medium,0,Unknown
INC-00111,2023-01-18 17:45:00,Chemical Storage,Pump-01,Equipment Failure,High,2,Material Failure
INC-00112,2023-01-18 18:00:00,Boiler House,Boiler-02,Overheat,Low,0,Unknown
INC-00113,2023-01-18 22:50:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Unknown
INC-00114,2023-01-18 23:40:00,Cooling Tower,Cooling-01,Leak,High,1,Material Failure
INC-00115,2023-01-19 07:00:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Material Failure
INC-00116,2023-01-20 04:40:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Wear and Tear
INC-00117,2023-01-20 08:40:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00118,2023-01-20 09:30:00,Tank Farm,Tank-02,Gas Leak,High,2,Unknown
INC-00119,2023-01-20 17:30:00,Compressor Room,Compressor-02,Equipment Failure,High,2,Wear and Tear
INC-00120,2023-01-20 20:55:00,Chemical Storage,Pump-01,Electrical Fault,Critical,0,Human Error
INC-00121,2023-01-21 01:50:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00122,2023-01-21 08:20:00,Chemical Storage,Pump-01,Equipment Failure,High,1,Unknown
INC-00123,2023-01-22 01:35:00,Boiler House,Boiler-02,Overheat,High,2,Material Failure
INC-00124,2023-01-22 05:35:00,Cooling Tower,Pump-02,Electrical Fault,Low,0,Wear and Tear
INC-00125,2023-01-22 05:45:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00126,2023-01-22 09:50:00,Boiler House,Boiler-01,Equipment Failure,Critical,1,Unknown
INC-00127,2023-01-22 11:05:00,Tank Farm,Tank-01,Gas Leak,Low,0,Unknown
INC-00128,2023-01-22 17:20:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Human Error
INC-00129,2023-01-22 18:55:00,Cooling Tower,Cooling-01,Equipment Failure,Low,0,Material Failure
INC-00130,2023-01-22 21:20:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00131,2023-01-23 02:20:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Material Failure
INC-00132,2023-01-23 19:10:00,Cooling Tower,Pump-02,Electrical Fault,Critical,2,Material Failure
INC-00133,2023-01-23 19:35:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00134,2023-01-24 06:35:00,Tank Farm,Tank-01,Gas Leak,High,0,Human Error
INC-00135,2023-01-24 10:15:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Unknown
INC-00136,2023-01-24 23:35:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00137,2023-01-25 06:30:00,Boiler House,Boiler-01,Overheat,Low,0,Unknown
INC-00138,2023-01-25 07:10:00,Chemical Storage,Pump-01,Electrical Fault,Low,0,Unknown
INC-00139,2023-01-25 07:50:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Unknown
INC-00140,2023-01-25 13:00:00,Boiler House,Boiler-01,Overheat,High,0,Material Failure
INC-00141,2023-01-26 01:00:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Unknown
INC-00142,2023-01-26 02:15:00,Boiler House,Boiler-02,Overheat,Critical,2,Human Error
INC-00143,2023-01-26 09:00:00,Boiler House,Boiler-01,Overheat,Medium,0,Unknown
INC-00144,2023-01-26 17:10:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Wear and Tear
INC-00145,2023-01-27 13:15:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Unknown
INC-00146,2023-01-27 18:50:00,Boiler House,Boiler-02,Overheat,High,0,Human Error
INC-00147,2023-01-27 20:30:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Human Error
INC-00148,2023-01-27 22:20:00,Tank Farm,Tank-01,Spill,Critical,1,Material Failure
INC-00149,2023-01-27 23:30:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Material Failure
INC-00150,2023-01-28 01:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00151,2023-01-28 01:50:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Wear and Tear
INC-00152,2023-01-28 03:10:00,Tank Farm,Tank-02,Gas Leak,Critical,2,Human Error
INC-00153,2023-01-28 21:25:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Human Error
INC-00154,2023-01-29 01:05:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Human Error
INC-00155,2023-01-29 05:20:00,Boiler House,Boiler-02,Overheat,Medium,0,Unknown
INC-00156,2023-01-29 13:00:00,Cooling Tower,Cooling-01,Electrical Fault,High,0,Human Error
INC-00157,2023-01-29 13:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00158,2023-01-29 13:40:00,Boiler House,Boiler-02,Equipment Failure,Low,0,Material Failure
INC-00159,2023-01-29 16:30:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00160,2023-01-30 07:00:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Unknown
INC-00161,2023-01-30 12:15:00,Boiler House,Boiler-01,Equipment Failure,High,1,Unknown
INC-00162,2023-01-30 13:30:00,Boiler House,Boiler-01,Equipment Failure,High,2,Unknown
INC-00163,2023-01-30 13:45:00,Compressor Room,Compressor-01,Equipment Failure,High,2,Unknown
INC-00164,2023-01-31 00:10:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00165,2023-01-31 01:50:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00166,2023-01-31 03:20:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Human Error
INC-00167,2023-01-31 09:10:00,Boiler House,Boiler-01,Equipment Failure,High,2,Material Failure
INC-00168,2023-01-31 11:35:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Unknown
INC-00169,2023-01-31 14:05:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00170,2023-01-31 20:00:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Unknown
INC-00171,2023-02-01 04:20:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Unknown
INC-00172,2023-02-01 07:35:00,Tank Farm,Tank-02,Gas Leak,High,0,Unknown
INC-00173,2023-02-01 19:30:00,Tank Farm,Tank-01,Gas Leak,Low,0,Human Error
INC-00174,2023-02-02 03:55:00,Tank Farm,Tank-01,Gas Leak,Critical,1,Unknown
INC-00175,2023-02-02 05:45:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00176,2023-02-02 07:05:00,Compressor Room,Compressor-01,Equipment Failure,High,1,Wear and Tear
INC-00177,2023-02-02 07:05:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Human Error
INC-00178,2023-02-02 20:20:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Material Failure
INC-00179,2023-02-02 22:35:00,Boiler House,Boiler-02,Equipment Failure,High,0,Material Failure
INC-00180,2023-02-03 02:05:00,Tank Farm,Tank-02,Gas Leak,High,0,Material Failure
INC-00181,2023-02-03 07:30:00,Boiler House,Boiler-01,Overheat,High,2,Wear and Tear
INC-00182,2023-02-03 12:05:00,Tank Farm,Tank-02,Gas Leak,High,2,Unknown
INC-00183,2023-02-03 13:10:00,Chemical Storage,Pump-01,Equipment Failure,Critical,2,Unknown
INC-00184,2023-02-03 13:50:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00185,2023-02-03 15:50:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00186,2023-02-03 17:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00187,2023-02-03 20:50:00,Tank Farm,Tank-01,Gas Leak,Low,0,Unknown
INC-00188,2023-02-03 22:10:00,Boiler House,Boiler-02,Overheat,High,0,Human Error
INC-00189,2023-02-04 05:15:00,Tank Farm,Tank-01,Gas Leak,Low,0,Human Error
INC-00190,2023-02-04 08:20:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00191,2023-02-04 20:00:00,Boiler House,Boiler-01,Equipment Failure,High,1,Unknown
INC-00192,2023-02-04 20:35:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Material Failure
INC-00193,2023-02-04 22:40:00,Boiler House,Boiler-02,Overheat,Medium,0,Human Error
INC-00194,2023-02-05 01:50:00,Chemical Storage,Pump-01,Electrical Fault,Low,0,Material Failure
INC-00195,2023-02-05 05:10:00,Tank Farm,Tank-01,Gas Leak,Low,0,Material Failure
INC-00196,2023-02-05 12:35:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00197,2023-02-05 12:40:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Wear and Tear
INC-00198,2023-02-05 20:35:00,Cooling Tower,Cooling-01,Electrical Fault,Low,0,Wear and Tear
INC-00199,2023-02-05 21:50:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Human Error
INC-00200,2023-02-06 00:00:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00201,2023-02-06 01:35:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00202,2023-02-06 06:40:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Wear and Tear
INC-00203,2023-02-06 08:20:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00204,2023-02-06 17:10:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00205,2023-02-06 19:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00206,2023-02-06 21:45:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Human Error
INC-00207,2023-02-06 22:15:00,Boiler House,Boiler-02,Overheat,Medium,0,Material Failure
INC-00208,2023-02-07 00:20:00,Boiler House,Boiler-02,Overheat,Medium,0,Unknown
INC-00209,2023-02-07 12:55:00,Cooling Tower,Cooling-01,Electrical Fault,Low,0,Material Failure
INC-00210,2023-02-07 15:05:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00211,2023-02-07 20:10:00,Cooling Tower,Pump-02,Leak,Medium,0,Wear and Tear
INC-00212,2023-02-07 20:30:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Material Failure
INC-00213,2023-02-08 01:20:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00214,2023-02-08 02:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00215,2023-02-08 07:10:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00216,2023-02-08 13:05:00,Boiler House,Boiler-01,Overheat,High,0,Material Failure
INC-00217,2023-02-08 20:35:00,Compressor Room,Compressor-02,Equipment Failure,High,1,Material Failure
INC-00218,2023-02-08 21:30:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Unknown
INC-00219,2023-02-09 04:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00220,2023-02-09 08:10:00,Tank Farm,Tank-01,Spill,Critical,1,Human Error
INC-00221,2023-02-09 10:10:00,Compressor Room,Compressor-01,Vibration Spike,High,1,Human Error
INC-00222,2023-02-09 13:20:00,Tank Farm,Tank-01,Gas Leak,High,2,Human Error
INC-00223,2023-02-09 15:05:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Wear and Tear
INC-00224,2023-02-09 16:10:00,Boiler House,Boiler-02,Overheat,High,0,Material Failure
INC-00225,2023-02-09 22:20:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Unknown
INC-00226,2023-02-10 00:00:00,Chemical Storage,Pump-01,Leak,Critical,3,Wear and Tear
INC-00227,2023-02-10 05:10:00,Boiler House,Boiler-02,Equipment Failure,High,2,Unknown
INC-00228,2023-02-10 05:35:00,Compressor Room,Compressor-01,Equipment Failure,High,1,Unknown
INC-00229,2023-02-10 06:50:00,Boiler House,Boiler-01,Equipment Failure,Critical,0,Human Error
INC-00230,2023-02-10 09:30:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00231,2023-02-10 10:20:00,Tank Farm,Tank-01,Spill,High,0,Human Error
INC-00232,2023-02-10 20:10:00,Cooling Tower,Cooling-01,Electrical Fault,High,0,Human Error
INC-00233,2023-02-10 20:20:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00234,2023-02-11 05:10:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Human Error
INC-00235,2023-02-11 19:10:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Wear and Tear
INC-00236,2023-02-11 22:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00237,2023-02-12 00:15:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00238,2023-02-12 00:45:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00239,2023-02-12 02:55:00,Tank Farm,Tank-02,Spill,Critical,0,Unknown
INC-00240,2023-02-12 09:30:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Material Failure
INC-00241,2023-02-12 15:10:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Material Failure
INC-00242,2023-02-12 15:45:00,Chemical Storage,Pump-01,Equipment Failure,High,2,Wear and Tear
INC-00243,2023-02-12 16:45:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Human Error
INC-00244,2023-02-12 21:40:00,Chemical Storage,Pump-01,Electrical Fault,Low,0,Human Error
INC-00245,2023-02-13 02:55:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Unknown
INC-00246,2023-02-13 06:55:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00247,2023-02-13 07:55:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Human Error
INC-00248,2023-02-14 01:25:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Human Error
INC-00249,2023-02-14 07:40:00,Chemical Storage,Pump-01,Leak,Medium,0,Unknown
INC-00250,2023-02-14 09:15:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00251,2023-02-14 10:00:00,Cooling Tower,Cooling-01,Equipment Failure,High,1,Unknown
INC-00252,2023-02-14 12:15:00,Compressor Room,Compressor-01,Vibration Spike,Critical,2,Unknown
INC-00253,2023-02-14 14:05:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Material Failure
INC-00254,2023-02-14 14:05:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Wear and Tear
INC-00255,2023-02-14 15:20:00,Tank Farm,Tank-02,Gas Leak,Low,0,Wear and Tear
INC-00256,2023-02-14 19:35:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Wear and Tear
INC-00257,2023-02-15 04:05:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Human Error
INC-00258,2023-02-15 19:20:00,Tank Farm,Tank-01,Gas Leak,High,0,Unknown
INC-00259,2023-02-16 01:40:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Material Failure
INC-00260,2023-02-16 05:45:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Unknown
INC-00261,2023-02-16 09:10:00,Cooling Tower,Pump-02,Leak,Medium,0,Wear and Tear
INC-00262,2023-02-16 17:00:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00263,2023-02-16 19:35:00,Chemical Storage,Pump-01,Leak,Medium,0,Unknown
INC-00264,2023-02-17 05:00:00,Chemical Storage,Pump-01,Electrical Fault,Critical,2,Wear and Tear
INC-00265,2023-02-17 08:00:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Human Error
INC-00266,2023-02-17 09:30:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Material Failure
INC-00267,2023-02-17 19:05:00,Boiler House,Boiler-01,Overheat,Low,0,Human Error
INC-00268,2023-02-17 22:50:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00269,2023-02-17 23:25:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00270,2023-02-18 00:00:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Wear and Tear
INC-00271,2023-02-18 02:20:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00272,2023-02-18 03:10:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Material Failure
