timestamp,temperature_outside,humidity_outside,wind_speed,rain,heat_index
2023-01-02 07:00:00,22.77,54.69,4.28,0,22.768161927513823
2023-01-02 08:00:00,25.26,49.85,9.06,0,25.257550390722763
2023-01-02 09:00:00,25.15,46.06,2.9,0,25.151781145521124
2023-01-02 10:00:00,29.06,47.43,1.15,0,29.43
2023-01-02 11:00:00,30.46,40.0,1.98,0,30.24
2023-01-02 12:00:00,33.07,38.51,2.6,0,33.58
2023-01-02 13:00:00,34.13,32.71,5.01,0,33.97
2023-01-02 14:00:00,32.01,33.87,1.02,0,31.32
2023-01-02 15:00:00,31.18,35.65,5.09,0,30.54
2023-01-02 16:00:00,31.01,40.11,8.31,0,30.94
2023-01-02 17:00:00,29.87,38.75,8.04,0,29.41
2023-01-02 18:00:00,29.81,40.04,6.52,0,29.48
2023-01-02 19:00:00,25.46,46.49,1.56,0,25.463069126258937
2023-01-02 20:00:00,25.26,51.56,3.22,0,25.259882794248423
2023-01-02 21:00:00,23.45,54.48,7.38,0,23.451389204796733
2023-01-02 22:00:00,20.32,57.96,2.1,0,20.31997527842151
2023-01-02 23:00:00,19.64,59.18,0.36,0,19.636218223806303
2023-01-03 00:00:00,19.94,63.94,5.14,0,19.93757128086925
2023-01-03 01:00:00,16.3,66.06,3.14,0,16.297911719460128
2023-01-03 02:00:00,17.96,65.83,5.18,0,17.96337612924432
2023-01-03 03:00:00,17.03,62.98,2.78,0,17.027205273684583
2023-01-03 04:00:00,17.99,63.67,7.46,0,17.994695060310384
2023-01-03 05:00:00,19.36,63.51,4.64,0,19.356147642385526
2023-01-03 06:00:00,21.63,55.79,2.87,0,21.625667347765006
2023-01-03 07:00:00,21.86,54.85,8.4,0,21.85855514111872
2023-01-03 08:00:00,24.78,51.43,0.62,0,24.77653721467415
2023-01-03 09:00:00,27.54,45.97,9.1,0,27.66
2023-01-03 10:00:00,28.15,39.47,6.9,0,27.76
2023-01-03 11:00:00,30.87,36.9,8.29,0,30.34
2023-01-03 12:00:00,31.04,37.32,4.89,0,30.6
2023-01-03 13:00:00,32.79,33.23,7.24,0,32.21
2023-01-03 14:00:00,34.08,37.11,3.34,0,34.86
2023-01-03 15:00:00,33.24,36.54,7.1,0,33.44
2023-01-03 16:00:00,32.44,44.72,6.33,0,33.91
2023-01-03 17:00:00,31.61,40.7,7.43,0,31.85
2023-01-03 18:00:00,28.23,42.03,4.65,0,28.02
2023-01-03 19:00:00,29.39,42.38,2.91,0,29.25
2023-01-03 20:00:00,24.53,52.18,1.84,0,24.528068134210567
2023-01-03 21:00:00,22.21,55.24,4.94,0,22.214143929919867
2023-01-03 22:00:00,21.05,56.2,4.41,0,21.045571839903815
2023-01-03 23:00:00,17.32,60.98,6.3,0,17.318003163850012
2023-01-04 00:00:00,17.28,62.76,0.8,0,17.279276031291793
2023-01-04 01:00:00,17.78,66.22,3.63,0,17.77758066866791
2023-01-04 02:00:00,16.53,63.69,4.46,0,16.525054688839045
2023-01-04 03:00:00,16.01,66.32,8.8,0,16.011709435352408
2023-01-04 04:00:00,20.19,65.06,3.69,0,20.193952966737122
2023-01-04 05:00:00,20.61,59.19,0.6,0,20.610056899694243
2023-01-04 06:00:00,21.44,59.05,4.01,0,21.443819428146227
2023-01-04 07:00:00,19.69,51.83,2.18,0,19.688180299110762
2023-01-04 08:00:00,26.63,47.14,5.02,0,26.632411303931637
2023-01-04 09:00:00,28.51,43.25,4.18,0,28.4
2023-01-04 10:00:00,28.02,43.42,1.35,0,27.93
2023-01-04 11:00:00,30.73,38.62,8.39,0,30.38
2023-01-04 12:00:00,33.51,34.53,3.91,0,33.44
2023-01-04 13:00:00,32.58,36.69,9.01,0,32.51
2023-01-04 14:00:00,33.28,33.75,1.36,0,32.97
2023-01-04 15:00:00,32.14,37.21,1.77,0,31.99
2023-01-04 16:00:00,32.83,37.62,5.76,0,33.04
2023-01-04 17:00:00,29.83,38.27,5.89,0,29.31
2023-01-04 18:00:00,28.98,42.73,3.41,0,28.84
2023-01-04 19:00:00,27.62,45.71,6.99,0,27.72
2023-01-04 20:00:00,25.83,51.63,1.65,0,25.82541634898803
2023-01-04 21:00:00,24.23,53.92,3.11,0,24.234926446334164
2023-01-04 22:00:00,21.32,57.24,8.67,0,21.324166352488444
2023-01-04 23:00:00,18.52,64.79,2.95,0,18.524925067274147
2023-01-05 00:00:00,19.23,64.57,6.26,0,19.22990764322456
2023-01-05 01:00:00,17.26,62.69,1.22,0,17.260346616840536
2023-01-05 02:00:00,17.98,64.71,3.29,0,17.975119733417753
2023-01-05 03:00:00,17.69,63.36,4.91,0,17.68552484396308
2023-01-05 04:00:00,18.32,61.98,1.37,0,18.316763340833212
2023-01-05 05:00:00,18.87,61.07,1.49,0,18.8721074448893
2023-01-05 06:00:00,19.55,54.69,6.47,0,19.551915658502676
2023-01-05 07:00:00,22.21,53.46,6.13,0,22.211003417927397
2023-01-05 08:00:00,25.86,49.68,1.72,0,25.857659623202018
2023-01-05 09:00:00,27.05,45.54,1.2,0,27.2
2023-01-05 10:00:00,29.32,40.85,5.85,0,29.02
2023-01-05 11:00:00,30.55,40.2,2.9,0,30.37
2023-01-05 12:00:00,32.15,37.03,1.38,0,31.98
2023-01-05 13:00:00,32.75,36.51,4.98,0,32.72
2023-01-05 14:00:00,35.15,33.47,4.68,0,35.69
2023-01-05 15:00:00,34.92,33.89,2.85,0,35.42
2023-01-05 16:00:00,29.8,35.96,4.68,0,29.06
2023-01-05 17:00:00,31.0,43.15,3.04,0,31.39
2023-01-05 18:00:00,28.1,43.48,7.78,0,28.01
2023-01-05 19:00:00,25.75,49.78,8.21,0,25.750319153799524
2023-01-05 20:00:00,26.18,49.06,10.45,0,26.17944012072129
2023-01-05 21:00:00,21.22,56.59,9.36,0,21.216313110088958
2023-01-05 22:00:00,20.89,59.98,3.66,0,20.88546015474738
2023-01-05 23:00:00,19.35,60.7,6.05,0,19.348389450225802
2023-01-06 00:00:00,17.62,64.24,3.87,0,17.621731298245248
2023-01-06 01:00:00,17.39,65.52,2.55,0,17.39288902139935
2023-01-06 02:00:00,15.47,67.56,1.74,0,15.465885829264378
2023-01-06 03:00:00,18.82,64.72,4.28,0,18.823745365209977
2023-01-06 04:00:00,20.13,66.5,7.23,0,20.132544694606477
2023-01-06 05:00:00,19.99,63.34,5.52,0,19.988521700092768
2023-01-06 06:00:00,22.06,53.98,3.53,0,22.05842448684959
2023-01-06 07:00:00,22.66,55.32,4.25,0,22.660040804735278
2023-01-06 08:00:00,26.63,47.24,7.04,0,26.628615545571293
2023-01-06 09:00:00,25.37,46.01,3.92,0,25.36716992146501
2023-01-06 10:00:00,26.93,42.32,5.01,0,26.932557899960123
2023-01-06 11:00:00,31.02,37.51,2.24,0,30.6
2023-01-06 12:00:00,31.87,38.92,5.25,0,31.9
2023-01-06 13:00:00,32.2,33.93,2.21,0,31.56
2023-01-06 14:00:00,32.89,32.93,2.4,0,32.31
2023-01-06 15:00:00,34.69,35.58,1.0,0,35.47
2023-01-06 16:00:00,31.23,37.44,7.19,0,30.84
2023-01-06 17:00:00,30.54,38.95,6.4,0,30.2
2023-01-06 18:00:00,28.47,41.35,3.4,0,28.2
2023-01-06 19:00:00,25.56,48.85,3.94,0,25.555361298621612
2023-01-06 20:00:00,25.58,50.62,4.23,0,25.576556963055765
2023-01-06 21:00:00,22.8,51.97,4.36,0,22.801530047699067
2023-01-06 22:00:00,20.24,54.66,0.71,0,20.243649254715695
2023-01-06 23:00:00,18.7,58.44,1.79,0,18.696572866265093
2023-01-07 00:00:00,19.76,64.75,6.24,0,19.758938404797057
2023-01-07 01:00:00,17.35,62.77,4.7,0,17.34996169733507
2023-01-07 02:00:00,15.96,64.62,2.89,0,15.962753845673543
2023-01-07 03:00:00,18.2,68.31,3.32,0,18.198770937219095
2023-01-07 04:00:00,16.67,64.12,1.64,0,16.67322919590535
2023-01-07 05:00:00,18.69,59.63,2.27,0,18.692503181385792
2023-01-07 06:00:00,21.05,55.84,3.63,0,21.048521627944826
2023-01-07 07:00:00,22.69,52.07,9.34,0,22.690499592313426
2023-01-07 08:00:00,24.42,51.51,2.16,0,24.423228669431666
2023-01-07 09:00:00,27.17,47.62,4.6,0,27.43
2023-01-07 10:00:00,28.34,43.64,3.13,0,28.25
2023-01-07 11:00:00,29.03,39.49,1.75,0,28.59
2023-01-07 12:00:00,32.57,33.69,2.05,0,32.0
2023-01-07 13:00:00,32.08,35.61,3.2,0,31.66
2023-01-07 14:00:00,34.01,33.85,2.71,0,34.02
2023-01-07 15:00:00,33.26,38.39,3.99,0,33.84
2023-01-07 16:00:00,32.51,36.6,6.66,0,32.39
2023-01-07 17:00:00,31.03,38.19,8.35,0,30.69
2023-01-07 18:00:00,29.09,42.19,4.62,0,28.9
2023-01-07 19:00:00,27.41,45.29,2.37,0,27.49
2023-01-07 20:00:00,25.39,49.16,5.23,0,25.394452142378295
2023-01-07 21:00:00,23.8,53.23,3.53,0,23.800572342611527
2023-01-07 22:00:00,18.96,55.48,3.94,0,18.961875464822146
2023-01-07 23:00:00,19.36,63.96,2.57,0,19.36156412969717
2023-01-08 00:00:00,18.9,58.57,7.7,0,18.901202350907983
2023-01-08 01:00:00,15.79,66.78,1.94,0,15.79400714390761
2023-01-08 02:00:00,17.63,69.54,7.49,0,17.632781866106285
2023-01-08 03:00:00,16.81,62.79,2.67,0,16.81323249014721
2023-01-08 04:00:00,18.14,62.04,5.99,0,18.143363006943883
2023-01-08 05:00:00,20.38,59.59,1.71,0,20.380685694765518
2023-01-08 06:00:00,20.73,55.54,6.32,0,20.73012506470663
2023-01-08 07:00:00,23.69,52.04,5.64,0,23.686436255825186
2023-01-08 08:00:00,25.41,53.75,2.69,0,25.413434903223703
2023-01-08 09:00:00,25.29,49.11,3.94,0,25.291832111915888
2023-01-08 10:00:00,29.28,40.25,4.2,0,28.92
2023-01-08 11:00:00,30.77,40.84,5.46,0,30.73
2023-01-08 12:00:00,31.14,37.95,4.63,0,30.8
2023-01-08 13:00:00,34.32,34.49,8.25,0,34.63
2023-01-08 14:00:00,32.01,34.75,10.23,0,31.45
2023-01-08 15:00:00,32.78,37.7,4.73,0,32.99
2023-01-08 16:00:00,31.77,36.16,6.37,0,31.34
2023-01-08 17:00:00,29.64,36.08,4.39,0,28.91
2023-01-08 18:00:00,27.71,39.91,5.78,0,27.41
2023-01-08 19:00:00,26.81,43.11,1.95,0,26.810961009456562
2023-01-08 20:00:00,22.3,49.89,7.85,0,22.30311335705843
2023-01-08 21:00:00,24.78,56.14,0.57,0,24.778403734125177
2023-01-08 22:00:00,20.73,55.29,1.49,0,20.73111130944517
2023-01-08 23:00:00,21.92,60.73,1.32,0,21.91650555375748
2023-01-09 00:00:00,18.27,62.7,2.4,0,18.26988153049235
2023-01-09 01:00:00,17.24,63.4,4.56,0,17.239840119471452
2023-01-09 02:00:00,16.75,68.01,4.31,0,16.745022782579145
2023-01-09 03:00:00,18.52,60.34,2.05,0,18.518678582185082
2023-01-09 04:00:00,16.66,61.43,5.08,0,16.664285075006667
2023-01-09 05:00:00,20.28,63.15,0.83,0,20.278824143655083
2023-01-09 06:00:00,21.72,55.24,0.71,0,21.721672064043236
2023-01-09 07:00:00,22.4,54.86,5.14,0,22.40492737290006
2023-01-09 08:00:00,24.76,49.25,5.66,0,24.759674601841866
2023-01-09 09:00:00,26.71,48.44,5.25,0,26.709586195001087
2023-01-09 10:00:00,29.59,41.88,0.57,0,29.43
2023-01-09 11:00:00,30.98,36.89,3.7,0,30.47
2023-01-09 12:00:00,31.41,39.11,2.74,0,31.31
2023-01-09 13:00:00,31.17,36.72,4.95,0,30.67
2023-01-09 14:00:00,30.92,38.39,2.95,0,30.59
2023-01-09 15:00:00,32.18,36.31,7.12,0,31.91
2023-01-09 16:00:00,32.04,37.31,3.72,0,31.88
2023-01-09 17:00:00,30.96,35.97,5.01,0,30.33
2023-01-09 18:00:00,29.17,42.13,10.2,0,28.99
2023-01-09 19:00:00,26.53,44.56,0.68,0,26.530792680510803
2023-01-09 20:00:00,25.2,48.04,2.83,0,25.19584525509768
2023-01-09 21:00:00,23.96,54.83,2.4,0,23.958603276505478
2023-01-09 22:00:00,21.26,59.47,4.79,0,21.256029734313877
2023-01-09 23:00:00,17.5,58.05,4.28,0,17.502271519175974
2023-01-10 00:00:00,18.59,61.54,1.47,0,18.589455790193615
2023-01-10 01:00:00,16.66,61.68,2.92,0,16.661075586695503
2023-01-10 02:00:00,16.02,67.11,4.57,0,16.024126747022667
2023-01-10 03:00:00,17.77,64.86,5.74,0,17.765911290568344
2023-01-10 04:00:00,17.5,63.23,4.14,0,17.496158943486716
2023-01-10 05:00:00,20.49,59.2,1.68,0,20.492419076793297
2023-01-10 06:00:00,20.97,61.04,5.4,0,20.96501150950304
2023-01-10 07:00:00,23.64,52.76,6.34,0,23.63719957463531
2023-01-10 08:00:00,25.62,46.86,3.35,0,25.621809962217196
2023-01-10 09:00:00,27.0,47.36,2.26,0,26.99611893172012
2023-01-10 10:00:00,29.38,43.72,6.41,0,29.39
2023-01-10 11:00:00,31.49,40.31,2.68,0,31.62
2023-01-10 12:00:00,32.36,37.42,2.23,0,32.33
2023-01-10 13:00:00,31.65,37.62,8.03,0,31.4
2023-01-10 14:00:00,32.96,36.36,7.04,0,32.99
2023-01-10 15:00:00,33.67,34.48,0.97,0,33.65
2023-01-10 16:00:00,31.49,36.39,1.41,0,31.03
2023-01-10 17:00:00,31.91,37.6,1.3,0,31.75
2023-01-10 18:00:00,30.45,42.89,3.1,0,30.61
2023-01-10 19:00:00,27.34,47.9,2.57,0,27.6
2023-01-10 20:00:00,25.08,52.13,8.36,0,25.082283989275425
2023-01-10 21:00:00,22.41,56.7,4.04,0,22.41215918907946
2023-01-10 22:00:00,20.55,60.41,3.7,0,20.554497478599227
2023-01-10 23:00:00,18.92,60.04,3.31,0,18.922958933411763
2023-01-11 00:00:00,17.07,61.45,1.04,0,17.067656002972424
2023-01-11 01:00:00,17.24,64.96,3.48,0,17.23790850230067
2023-01-11 02:00:00,17.98,64.57,8.51,0,17.984322398476582
2023-01-11 03:00:00,16.15,65.25,10.87,0,16.149871368125154
2023-01-11 04:00:00,18.24,63.98,4.84,0,18.238248977937545
2023-01-11 05:00:00,18.71,59.54,2.5,0,18.705405766256305
2023-01-11 06:00:00,20.36,59.88,1.22,0,20.362612872693482
2023-01-11 07:00:00,24.35,52.74,5.46,0,24.349951887169688
2023-01-11 08:00:00,24.45,51.27,2.52,0,24.44777695571903
2023-01-11 09:00:00,28.62,49.71,1.55,0,29.14
2023-01-11 10:00:00,28.39,41.72,7.41,0,28.15
2023-01-11 11:00:00,30.94,40.06,5.16,0,30.85
2023-01-11 12:00:00,31.75,35.41,3.41,0,31.21
2023-01-11 13:00:00,32.69,39.1,1.45,0,33.13
2023-01-11 14:00:00,32.48,35.45,6.9,0,32.17
2023-01-11 15:00:00,35.25,34.45,6.6,0,36.11
2023-01-11 16:00:00,32.61,40.7,2.79,0,33.32
2023-01-11 17:00:00,31.25,41.61,6.89,0,31.49
2023-01-11 18:00:00,29.82,43.51,5.47,0,29.9
2023-01-11 19:00:00,28.45,47.42,2.08,0,28.72
2023-01-11 20:00:00,24.83,50.29,3.19,0,24.832881919683146
2023-01-11 21:00:00,23.3,53.1,6.68,0,23.298120948052734
2023-01-11 22:00:00,21.19,57.59,5.0,0,21.191099068019902
2023-01-11 23:00:00,19.99,64.93,6.15,0,19.988629931648696
2023-01-12 00:00:00,18.32,66.15,9.08,0,18.321180453435247
2023-01-12 01:00:00,17.88,64.86,1.64,0,17.88048989940399
2023-01-12 02:00:00,16.55,65.39,2.99,0,16.55356638544947
2023-01-12 03:00:00,17.41,63.09,3.26,0,17.40556306383433
2023-01-12 04:00:00,17.51,63.74,5.96,0,17.5128749224529
2023-01-12 05:00:00,20.91,60.48,5.36,0,20.90866977974196
2023-01-12 06:00:00,19.55,53.1,2.11,0,19.551986099583758
2023-01-12 07:00:00,21.91,55.3,1.47,0,21.90821482204912
2023-01-12 08:00:00,23.72,51.74,8.68,0,23.719695601329107
2023-01-12 09:00:00,27.72,45.92,3.69,0,27.83
2023-01-12 10:00:00,27.47,41.12,10.17,0,27.29
2023-01-12 11:00:00,30.42,40.1,2.45,0,30.19
2023-01-12 12:00:00,30.68,39.9,7.07,0,30.49
2023-01-12 13:00:00,33.07,36.42,6.07,0,33.16
2023-01-12 14:00:00,33.64,37.66,1.88,0,34.28
2023-01-12 15:00:00,32.92,36.93,6.31,0,33.05
2023-01-12 16:00:00,31.25,40.61,2.37,0,31.34
2023-01-12 17:00:00,30.78,38.03,2.8,0,30.38
2023-01-12 18:00:00,28.55,38.72,0.54,0,28.07
2023-01-12 19:00:00,26.62,41.27,4.79,0,26.61824604157109
2023-01-12 20:00:00,25.79,50.85,6.15,0,25.785800158650833
2023-01-12 21:00:00,21.96,53.79,2.63,0,21.96247149605062
2023-01-12 22:00:00,21.0,55.18,4.91,0,20.99639746090943
2023-01-12 23:00:00,19.12,60.66,3.14,0,19.122181576677956
2023-01-13 00:00:00,17.82,61.63,0.92,0,17.824619387203896
2023-01-13 01:00:00,16.27,63.93,4.58,0,16.270973379792537
2023-01-13 02:00:00,16.43,66.15,2.14,0,16.428821010217202
2023-01-13 03:00:00,18.67,66.34,0.9,0,18.671948826273457
2023-01-13 04:00:00,18.13,61.7,5.56,0,18.131427139644664
2023-01-13 05:00:00,20.24,61.88,3.22,0,20.238338970535352
2023-01-13 06:00:00,22.32,57.9,3.88,0,22.317394065634325
2023-01-13 07:00:00,24.67,54.28,1.46,0,24.665411442345082
2023-01-13 08:00:00,24.35,49.03,7.17,0,24.34858199638555
2023-01-13 09:00:00,27.59,44.97,5.18,0,27.64
2023-01-13 10:00:00,30.73,43.37,2.55,0,31.05
2023-01-13 11:00:00,30.69,39.63,2.36,0,30.48
2023-01-13 12:00:00,31.67,33.67,7.12,0,30.88
2023-01-13 13:00:00,32.24,38.66,3.26,0,32.39
2023-01-13 14:00:00,33.22,37.09,3.8,0,33.52
2023-01-13 15:00:00,33.81,35.43,7.6,0,34.05
2023-01-13 16:00:00,32.58,33.86,7.8,0,32.04
2023-01-13 17:00:00,32.13,42.15,5.75,0,32.88
2023-01-13 18:00:00,29.49,43.02,2.23,0,29.45
2023-01-13 19:00:00,27.04,48.46,2.66,0,27.37
2023-01-13 20:00:00,25.77,44.3,3.34,0,25.771698710648344
2023-01-13 21:00:00,22.57,51.64,9.34,0,22.5670066977767
2023-01-13 22:00:00,19.71,59.82,6.09,0,19.705318524279093
2023-01-13 23:00:00,19.3,61.56,2.59,0,19.296225171628436
2023-01-14 00:00:00,18.15,60.42,3.21,0,18.14861866078475
2023-01-14 01:00:00,15.72,63.63,4.9,0,15.7160114910277
2023-01-14 02:00:00,16.65,64.3,0.97,0,16.65134786559214
2023-01-14 03:00:00,16.95,68.64,6.82,0,16.950958338470073
2023-01-14 04:00:00,19.1,63.47,2.4,0,19.10208022375633
2023-01-14 05:00:00,19.27,60.53,4.35,0,19.271544491093557
2023-01-14 06:00:00,21.73,57.34,3.08,0,21.732640077215578
2023-01-14 07:00:00,23.85,54.58,3.89,0,23.845775313882317
2023-01-14 08:00:00,27.09,49.72,1.94,0,27.48
2023-01-14 09:00:00,28.18,44.04,2.37,0,28.13
2023-01-14 10:00:00,28.38,46.33,7.12,0,28.53
2023-01-14 11:00:00,31.53,40.38,8.51,0,31.68
2023-01-14 12:00:00,34.33,36.89,7.13,0,35.21
2023-01-14 13:00:00,33.83,37.89,2.46,0,34.64
2023-01-14 14:00:00,34.63,32.71,1.68,0,34.71
2023-01-14 15:00:00,32.66,36.17,7.15,0,32.54
2023-01-14 16:00:00,33.54,37.92,7.26,0,34.18
2023-01-14 17:00:00,31.85,36.94,6.42,0,31.56
2023-01-14 18:00:00,28.7,45.25,6.52,0,28.78
2023-01-14 19:00:00,26.9,46.15,3.13,0,26.897480536536296
2023-01-14 20:00:00,26.59,48.31,3.51,0,26.59450506322497
2023-01-14 21:00:00,22.29,51.24,2.54,0,22.29048589149033
2023-01-14 22:00:00,22.64,59.52,4.91,0,22.64201516013637
2023-01-14 23:00:00,20.32,59.96,4.28,0,20.324911237499215
2023-01-15 00:00:00,16.68,59.7,4.66,0,16.682224302960897
2023-01-15 01:00:00,18.66,65.62,6.47,0,18.656866208197968
2023-01-15 02:00:00,17.76,65.56,2.64,0,17.758928589786766
2023-01-15 03:00:00,16.52,63.93,4.08,0,16.51862880082078
2023-01-15 04:00:00,17.08,60.78,6.37,0,17.083205662573572
2023-01-15 05:00:00,20.26,57.47,5.61,0,20.261462356509934
2023-01-15 06:00:00,20.02,57.05,2.24,0,20.01751260646169
2023-01-15 07:00:00,23.03,51.21,5.56,0,23.034823145325795
2023-01-15 08:00:00,23.41,50.88,9.08,0,23.40700626646833
2023-01-15 09:00:00,27.29,48.85,1.05,0,27.62
2023-01-15 10:00:00,29.12,43.59,6.54,0,29.08
2023-01-15 11:00:00,29.95,38.07,4.86,0,29.43
2023-01-15 12:00:00,30.68,35.62,6.16,0,29.97
2023-01-15 13:00:00,32.43,38.01,5.25,0,32.54
2023-01-15 14:00:00,32.16,39.29,4.7,0,32.39
2023-01-15 15:00:00,33.36,36.34,2.47,0,33.57
2023-01-15 16:00:00,31.97,36.72,4.83,0,31.69
2023-01-15 17:00:00,30.1,36.65,4.75,0,29.44
2023-01-15 18:00:00,28.2,45.78,3.74,0,28.29
2023-01-15 19:00:00,27.64,49.37,2.83,0,28.01
2023-01-15 20:00:00,24.42,47.97,2.53,0,24.418319086051355
2023-01-15 21:00:00,22.96,52.34,1.32,0,22.96353110743906
2023-01-15 22:00:00,21.23,54.39,7.28,0,21.233785911790747
2023-01-15 23:00:00,17.35,61.35,3.18,0,17.349410107936166
2023-01-16 00:00:00,19.74,63.83,3.96,0,19.744369156562197
2023-01-16 01:00:00,17.83,64.64,2.2,0,17.830920302209172
2023-01-16 02:00:00,17.17,62.17,1.59,0,17.16936082403608
2023-01-16 03:00:00,16.54,66.96,5.23,0,16.537063447097687
2023-01-16 04:00:00,16.98,62.36,11.06,0,16.979484005051912
2023-01-16 05:00:00,20.56,60.89,4.29,0,20.556243450486804
2023-01-16 06:00:00,21.19,56.88,1.85,0,21.192049116490033
2023-01-16 07:00:00,23.64,55.8,0.96,0,23.637556315868423
2023-01-16 08:00:00,24.21,47.34,1.51,0,24.21401053949205
2023-01-16 09:00:00,25.23,47.13,3.56,0,25.23434698771687
2023-01-16 10:00:00,29.39,47.49,7.93,0,29.85
2023-01-16 11:00:00,30.74,39.2,3.46,0,30.47
2023-01-16 12:00:00,32.2,37.65,6.25,0,32.15
2023-01-16 13:00:00,32.55,34.0,2.18,0,32.03
2023-01-16 14:00:00,33.03,34.98,5.06,0,32.84
2023-01-16 15:00:00,32.7,37.15,4.83,0,32.77
2023-01-16 16:00:00,31.94,34.39,3.57,0,31.3
2023-01-16 17:00:00,30.05,39.02,0.81,0,29.63
2023-01-16 18:00:00,29.06,43.56,9.19,0,29.01
2023-01-16 19:00:00,27.14,42.17,3.8,0,27.08
2023-01-16 20:00:00,23.79,51.2,4.92,0,23.79030525715889
2023-01-16 21:00:00,22.72,56.86,1.22,0,22.716004768249626
2023-01-16 22:00:00,21.15,56.83,10.14,0,21.148667457202112
2023-01-16 23:00:00,18.73,60.0,5.43,0,18.729743086966682
2023-01-17 00:00:00,18.23,63.0,6.48,0,18.232370750774358
2023-01-17 01:00:00,18.22,61.52,4.33,0,18.222147525128776
2023-01-17 02:00:00,15.63,64.55,3.39,0,15.633121301584579
2023-01-17 03:00:00,17.81,66.01,6.06,0,17.814056117892243
2023-01-17 04:00:00,17.5,57.81,0.7,0,17.49528636899777
2023-01-17 05:00:00,18.8,61.39,4.38,0,18.796901302255137
2023-01-17 06:00:00,20.98,58.66,1.7,0,20.984690150827003
2023-01-17 07:00:00,24.13,53.57,1.61,0,24.126019140844324
2023-01-17 08:00:00,24.56,48.23,5.78,0,24.556717748808488
2023-01-17 09:00:00,25.7,42.89,3.92,0,25.69865121788881
2023-01-17 10:00:00,28.33,44.58,5.4,0,28.33
2023-01-17 11:00:00,31.33,38.42,0.99,0,31.12
2023-01-17 12:00:00,34.09,35.8,5.19,0,34.56
2023-01-17 13:00:00,34.03,38.63,1.31,0,35.14
2023-01-17 14:00:00,33.46,33.64,4.24,0,33.2
2023-01-17 15:00:00,32.36,35.88,1.36,0,32.08
2023-01-17 16:00:00,30.58,35.07,3.28,0,29.79
2023-01-17 17:00:00,29.61,40.47,2.19,0,29.3
2023-01-17 18:00:00,30.19,43.94,2.77,0,30.41
2023-01-17 19:00:00,28.07,44.6,4.95,0,28.06
2023-01-17 20:00:00,24.68,49.5,4.89,0,24.677320161157866
2023-01-17 21:00:00,23.39,58.21,1.04,0,23.38533541126144
2023-01-17 22:00:00,20.36,59.36,9.89,0,20.356481769619858
2023-01-17 23:00:00,20.87,61.62,6.46,0,20.87161417692015
2023-01-18 00:00:00,17.71,61.31,8.11,0,17.706844040181608
2023-01-18 01:00:00,16.23,60.56,3.8,0,16.227784195666416
2023-01-18 02:00:00,16.78,64.45,7.38,0,16.77874637641423
2023-01-18 03:00:00,18.13,63.32,7.03,0,18.1330668780472
2023-01-18 04:00:00,17.9,63.56,5.93,0,17.90467505593808
2023-01-18 05:00:00,19.83,62.08,6.12,0,19.83412070214587
2023-01-18 06:00:00,21.18,54.91,10.22,0,21.18102155870371
2023-01-18 07:00:00,23.33,52.58,6.52,0,23.329135590932477
2023-01-18 08:00:00,26.24,50.04,5.74,0,26.238283071433635
